complaint_id,complaint_text,category
396,Driver behaved unprofessionally during peak hours near Kandy,Driver Behavior
397,Driver used bad language this morning at the bus stand,Driver Behavior
398,Driver behaved unprofessionally today near Colombo. This is unacceptable.,Driver Behavior
399,The driver was very rude at 8 AM at the bus stand. Very disappointed.,Driver Behavior
400,Driver used bad language during peak hours,Driver Behavior
401,Driver used bad language this morning at the bus stand. Kindly look into this issue.,Driver Behavior
402,The driver was very rude last night on Galle Road. Kindly look into this issue.,Driver Behavior
403,Driver behaved unprofessionally during peak hours. Very disappointed.,Driver Behavior
404,Driver was shouting at passengers near Colombo. This is unacceptable.,Driver Behavior
405,The driver was very rude last night near Pettah. Please take action.,Driver Behavior
406,Driver was shouting at passengers last night on Galle Road. Very disappointed.,Driver Behavior
407,Driver was not respectful in the evening at the bus stand. Please take action.,Driver Behavior
408,Driver behaved unprofessionally in the evening near Colombo. Please take action.,Driver Behavior
409,Driver was not respectful around 5 PM near Colombo,Driver Behavior
410,Driver was not respectful at 8 AM. Very disappointed.,Driver Behavior
411,Driver was not respectful today near Colombo. Very disappointed.,Driver Behavior
412,Driver used bad language last night near Kandy. Kindly look into this issue.,Driver Behavior
413,Driver used bad language last night near Pettah,Driver Behavior
414,Driver used bad language around 5 PM on Galle Road. Please take action.,Driver Behavior
415,The driver was very rude in the evening near Kandy. Very disappointed.,Driver Behavior
416,Driver used bad language today. Please take action.,Driver Behavior
417,Driver used bad language this morning near Kandy. This is unacceptable.,Driver Behavior
418,Driver used bad language in the evening on Galle Road. Kindly look into this issue.,Driver Behavior
419,The driver was very rude this morning at the bus stand. Please take action.,Driver Behavior
420,Driver used bad language around 5 PM near Pettah. Very disappointed.,Driver Behavior
421,The driver was very rude at 8 AM. Very disappointed.,Driver Behavior
422,The driver was very rude on Galle Road. This is unacceptable.,Driver Behavior
423,Driver behaved unprofessionally at 8 AM near Colombo. Very disappointed.,Driver Behavior
424,Driver behaved unprofessionally last night near Pettah,Driver Behavior
425,Driver was shouting at passengers this morning near Kandy. Very disappointed.,Driver Behavior
426,Driver was shouting at passengers in the evening near Pettah. Very disappointed.,Driver Behavior
427,Driver behaved unprofessionally during peak hours at the bus stand. Kindly look into this issue.,Driver Behavior
428,Driver used bad language during peak hours near Pettah. Very disappointed.,Driver Behavior
429,Driver behaved unprofessionally this morning near Colombo,Driver Behavior
430,Driver used bad language during peak hours on Galle Road,Driver Behavior
431,Driver was not respectful around 5 PM near Colombo. This is unacceptable.,Driver Behavior
432,Driver was not respectful today near Pettah. This is unacceptable.,Driver Behavior
433,Driver was not respectful today near Colombo. Please take action.,Driver Behavior
434,Driver was not respectful this morning near Pettah. Very disappointed.,Driver Behavior
435,Driver was not respectful at 8 AM on Galle Road. Kindly look into this issue.,Driver Behavior
436,Driver was shouting at passengers around 5 PM near Kandy. Kindly look into this issue.,Driver Behavior
437,Driver was not respectful this morning near Pettah. This is unacceptable.,Driver Behavior
438,The driver was very rude around 5 PM,Driver Behavior
439,Driver used bad language near Colombo. Please take action.,Driver Behavior
440,Driver used bad language in the evening. This is unacceptable.,Driver Behavior
441,Driver was shouting at passengers last night at the bus stand. Very disappointed.,Driver Behavior
442,Driver used bad language last night near Kandy. Kindly look into this issue.,Driver Behavior
443,Driver behaved unprofessionally in the evening near Pettah,Driver Behavior
444,Driver was not respectful today near Colombo. Please take action.,Driver Behavior
445,Driver behaved unprofessionally in the evening near Colombo. Very disappointed.,Driver Behavior
446,Driver was shouting at passengers near Kandy,Driver Behavior
447,Driver was not respectful on Galle Road,Driver Behavior
448,Driver behaved unprofessionally today. This is unacceptable.,Driver Behavior
449,Driver behaved unprofessionally around 5 PM near Colombo. Very disappointed.,Driver Behavior
450,Driver used bad language in the evening near Pettah. Kindly look into this issue.,Driver Behavior
451,Driver used bad language this morning on Galle Road. Kindly look into this issue.,Driver Behavior
452,The driver was very rude on Galle Road. Very disappointed.,Driver Behavior
453,The driver was very rude today at the bus stand,Driver Behavior
454,Driver was shouting at passengers in the evening,Driver Behavior
455,The driver was very rude today near Kandy. Very disappointed.,Driver Behavior
456,Driver was shouting at passengers last night near Colombo. This is unacceptable.,Driver Behavior
457,Driver used bad language this morning near Kandy,Driver Behavior
458,Driver was shouting at passengers this morning on Galle Road,Driver Behavior
459,The driver was very rude this morning at the bus stand. This is unacceptable.,Driver Behavior
460,Driver used bad language during peak hours near Pettah. Very disappointed.,Driver Behavior
461,Driver used bad language during peak hours on Galle Road. This is unacceptable.,Driver Behavior
462,Driver was shouting at passengers today near Colombo. Very disappointed.,Driver Behavior
463,Driver was shouting at passengers around 5 PM near Colombo,Driver Behavior
464,The driver was very rude near Kandy. Very disappointed.,Driver Behavior
465,Driver was shouting at passengers around 5 PM near Kandy. Very disappointed.,Driver Behavior
466,Driver used bad language today on Galle Road. Please take action.,Driver Behavior
467,Driver was not respectful last night on Galle Road. Please take action.,Driver Behavior
468,Driver was not respectful near Pettah. Kindly look into this issue.,Driver Behavior
469,The driver was very rude during peak hours. Please take action.,Driver Behavior
470,The driver was very rude at 8 AM near Kandy,Driver Behavior
471,The driver was very rude last night near Pettah. This is unacceptable.,Driver Behavior
472,The driver was very rude today near Pettah,Driver Behavior
473,Driver was shouting at passengers at 8 AM. Very disappointed.,Driver Behavior
474,Driver was shouting at passengers around 5 PM. Kindly look into this issue.,Driver Behavior
475,The driver was very rude at 8 AM on Galle Road. Kindly look into this issue.,Driver Behavior
476,Driver was not respectful at 8 AM near Colombo,Driver Behavior
477,Driver was not respectful around 5 PM at the bus stand. Kindly look into this issue.,Driver Behavior
478,The driver was very rude near Pettah. Please take action.,Driver Behavior
479,The driver was very rude last night near Kandy. Please take action.,Driver Behavior
480,Driver behaved unprofessionally around 5 PM near Colombo. Please take action.,Driver Behavior
481,Driver was shouting at passengers during peak hours on Galle Road. Please take action.,Driver Behavior
482,Driver used bad language at 8 AM near Colombo,Driver Behavior
483,The driver was very rude this morning near Colombo. Kindly look into this issue.,Driver Behavior
484,Driver behaved unprofessionally at the bus stand. Kindly look into this issue.,Driver Behavior
485,Driver used bad language at the bus stand,Driver Behavior
486,Driver behaved unprofessionally around 5 PM near Kandy. This is unacceptable.,Driver Behavior
487,Driver behaved unprofessionally today near Kandy. Very disappointed.,Driver Behavior
488,Driver was shouting at passengers today near Kandy,Driver Behavior
489,Driver behaved unprofessionally today on Galle Road. Kindly look into this issue.,Driver Behavior
490,Driver behaved unprofessionally this morning. Kindly look into this issue.,Driver Behavior
491,Driver was shouting at passengers around 5 PM near Kandy,Driver Behavior
492,Driver was shouting at passengers around 5 PM near Pettah,Driver Behavior
493,Driver used bad language at the bus stand. Kindly look into this issue.,Driver Behavior
494,Driver behaved unprofessionally around 5 PM on Galle Road. Very disappointed.,Driver Behavior
495,Driver behaved unprofessionally around 5 PM near Colombo. Kindly look into this issue.,Driver Behavior
496,Driver was shouting at passengers at 8 AM near Colombo. Kindly look into this issue.,Driver Behavior
497,Driver used bad language on Galle Road. Very disappointed.,Driver Behavior
498,Driver was shouting at passengers this morning on Galle Road,Driver Behavior
499,Driver used bad language today near Kandy. Please take action.,Driver Behavior
500,Driver behaved unprofessionally at 8 AM on Galle Road,Driver Behavior
501,Bus arrived late at 8 AM. Kindly look into this issue.,Delay
502,Bus arrived late in the evening near Kandy,Delay
503,The bus did not arrive on time at 8 AM near Pettah. This is unacceptable.,Delay
504,Bus was delayed near Kandy. Very disappointed.,Delay
505,Service was very slow today this morning near Pettah. Very disappointed.,Delay
506,Bus was delayed during peak hours near Kandy,Delay
507,Bus arrived late at 8 AM. This is unacceptable.,Delay
508,Bus arrived late today at the bus stand. Please take action.,Delay
509,The bus did not arrive on time today near Kandy. Kindly look into this issue.,Delay
510,Service was very slow today last night at the bus stand. Please take action.,Delay
511,Service was very slow today at 8 AM near Colombo. Kindly look into this issue.,Delay
512,Bus came almost 1 hour late around 5 PM near Kandy,Delay
513,Bus came almost 1 hour late today near Colombo. Please take action.,Delay
514,Service was very slow today in the evening. This is unacceptable.,Delay
515,The bus did not arrive on time during peak hours near Colombo. Please take action.,Delay
516,Bus came almost 1 hour late in the evening near Pettah. Kindly look into this issue.,Delay
517,Bus was delayed this morning near Colombo,Delay
518,Bus came almost 1 hour late at 8 AM near Colombo. Very disappointed.,Delay
519,Bus was delayed in the evening. Please take action.,Delay
520,Service was very slow today near Pettah. Kindly look into this issue.,Delay
521,Service was very slow today at the bus stand,Delay
522,The bus did not arrive on time during peak hours near Pettah. This is unacceptable.,Delay
523,Service was very slow today today on Galle Road. Please take action.,Delay
524,Bus arrived late near Kandy. Please take action.,Delay
525,Bus arrived late today at the bus stand,Delay
526,Bus arrived late near Pettah. This is unacceptable.,Delay
527,Service was very slow today last night near Kandy. Please take action.,Delay
528,Service was very slow today today at the bus stand. Very disappointed.,Delay
529,Bus arrived late last night at the bus stand,Delay
530,Bus arrived late last night near Colombo. Very disappointed.,Delay
531,Bus came almost 1 hour late during peak hours near Pettah. Kindly look into this issue.,Delay
532,Bus came almost 1 hour late around 5 PM. Very disappointed.,Delay
533,Bus came almost 1 hour late this morning near Pettah. Very disappointed.,Delay
534,Bus was delayed last night near Pettah. Please take action.,Delay
535,The bus did not arrive on time today at the bus stand,Delay
536,Bus arrived late in the evening at the bus stand,Delay
537,Service was very slow today last night,Delay
538,Service was very slow today at 8 AM near Colombo. This is unacceptable.,Delay
539,Bus came almost 1 hour late during peak hours. Kindly look into this issue.,Delay
540,The bus did not arrive on time around 5 PM near Pettah. This is unacceptable.,Delay
541,Bus came almost 1 hour late this morning on Galle Road,Delay
542,The bus did not arrive on time in the evening near Kandy. Please take action.,Delay
543,Bus was delayed in the evening on Galle Road. Please take action.,Delay
544,Service was very slow today in the evening at the bus stand. Kindly look into this issue.,Delay
545,Service was very slow today last night on Galle Road. Very disappointed.,Delay
546,The bus did not arrive on time during peak hours on Galle Road. Please take action.,Delay
547,The bus did not arrive on time,Delay
548,Bus came almost 1 hour late. Kindly look into this issue.,Delay
549,Service was very slow today during peak hours near Kandy. Please take action.,Delay
550,The bus did not arrive on time around 5 PM. This is unacceptable.,Delay
551,Service was very slow today in the evening at the bus stand. This is unacceptable.,Delay
552,Service was very slow today near Kandy. Very disappointed.,Delay
553,The bus did not arrive on time around 5 PM near Kandy. This is unacceptable.,Delay
554,The bus did not arrive on time at 8 AM on Galle Road. Please take action.,Delay
555,Bus came almost 1 hour late during peak hours near Pettah. Very disappointed.,Delay
556,Bus arrived late in the evening at the bus stand. Kindly look into this issue.,Delay
557,Bus arrived late this morning on Galle Road. Kindly look into this issue.,Delay
558,Bus was delayed during peak hours near Colombo. This is unacceptable.,Delay
559,Service was very slow today near Colombo. Please take action.,Delay
560,Service was very slow today at 8 AM near Kandy. Kindly look into this issue.,Delay
561,Service was very slow today today near Pettah. This is unacceptable.,Delay
562,Bus came almost 1 hour late around 5 PM near Pettah,Delay
563,The bus did not arrive on time during peak hours near Pettah. Kindly look into this issue.,Delay
564,Bus came almost 1 hour late around 5 PM near Kandy. Very disappointed.,Delay
565,Service was very slow today around 5 PM on Galle Road. Please take action.,Delay
566,The bus did not arrive on time today on Galle Road. This is unacceptable.,Delay
567,Bus arrived late during peak hours. Please take action.,Delay
568,Bus arrived late last night on Galle Road. Very disappointed.,Delay
569,Bus came almost 1 hour late this morning at the bus stand. Please take action.,Delay
570,The bus did not arrive on time at 8 AM near Pettah,Delay
571,Bus was delayed today on Galle Road. Please take action.,Delay
572,Bus arrived late at 8 AM. Very disappointed.,Delay
573,Bus came almost 1 hour late at 8 AM at the bus stand. Please take action.,Delay
574,Service was very slow today this morning near Pettah. Very disappointed.,Delay
575,Bus was delayed today on Galle Road. Kindly look into this issue.,Delay
576,The bus did not arrive on time in the evening near Kandy. This is unacceptable.,Delay
577,Bus arrived late in the evening. Very disappointed.,Delay
578,Service was very slow today. Very disappointed.,Delay
579,The bus did not arrive on time today near Colombo. Please take action.,Delay
580,Bus came almost 1 hour late last night. This is unacceptable.,Delay
581,The bus did not arrive on time in the evening near Kandy,Delay
582,Service was very slow today around 5 PM at the bus stand,Delay
583,The bus did not arrive on time,Delay
584,Bus came almost 1 hour late today near Kandy. Kindly look into this issue.,Delay
585,Bus was delayed in the evening. Very disappointed.,Delay
586,Service was very slow today this morning on Galle Road. Very disappointed.,Delay
587,Bus came almost 1 hour late around 5 PM on Galle Road. Please take action.,Delay
588,The bus did not arrive on time during peak hours on Galle Road. This is unacceptable.,Delay
589,Bus came almost 1 hour late in the evening near Colombo,Delay
590,The bus did not arrive on time during peak hours near Pettah,Delay
591,Service was very slow today last night near Pettah,Delay
592,Bus came almost 1 hour late during peak hours near Kandy. Very disappointed.,Delay
593,Bus came almost 1 hour late this morning near Kandy,Delay
594,Bus came almost 1 hour late near Pettah,Delay
595,The bus did not arrive on time during peak hours near Kandy. Very disappointed.,Delay
596,Bus was delayed in the evening at the bus stand. Kindly look into this issue.,Delay
597,Bus came almost 1 hour late around 5 PM near Pettah. Very disappointed.,Delay
598,Service was very slow today around 5 PM near Pettah. Very disappointed.,Delay
599,Bus was delayed this morning. Please take action.,Delay
600,Bus came almost 1 hour late near Pettah. This is unacceptable.,Delay
601,Bus came almost 1 hour late this morning at the bus stand. Please take action.,Delay
602,Service was very slow today in the evening on Galle Road. Please take action.,Delay
603,Service was very slow today this morning. This is unacceptable.,Delay
604,Bus arrived late today near Colombo. Kindly look into this issue.,Delay
605,Bus was delayed during peak hours near Colombo,Delay
606,Service was very slow today at the bus stand. Please take action.,Delay
607,Service was very slow today last night near Kandy. Kindly look into this issue.,Delay
608,Bus was delayed today near Pettah. Kindly look into this issue.,Delay
609,Bus was delayed around 5 PM near Colombo,Delay
610,Bus arrived late. This is unacceptable.,Delay
611,Service was very slow today in the evening near Colombo. Please take action.,Delay
612,Service was very slow today in the evening at the bus stand,Delay
613,The bus did not arrive on time in the evening near Kandy,Delay
614,Bus was delayed today,Delay
615,Bus was delayed last night near Pettah. This is unacceptable.,Delay
616,Bus came almost 1 hour late around 5 PM. Kindly look into this issue.,Delay
617,Bus was delayed near Pettah. Very disappointed.,Delay
618,The bus did not arrive on time today near Colombo. Please take action.,Delay
619,Bus was delayed this morning near Kandy. Kindly look into this issue.,Delay
620,Bus was delayed in the evening. This is unacceptable.,Delay
621,Service was very slow today at 8 AM on Galle Road. Kindly look into this issue.,Delay
622,Bus arrived late this morning on Galle Road. Kindly look into this issue.,Delay
623,Service was very slow today at 8 AM near Colombo. Very disappointed.,Delay
624,Service was very slow today around 5 PM at the bus stand. Kindly look into this issue.,Delay
625,Bus came almost 1 hour late on Galle Road. Kindly look into this issue.,Delay
626,Bus arrived late around 5 PM near Pettah,Delay
627,Service was very slow today around 5 PM near Kandy. Kindly look into this issue.,Delay
628,The bus did not arrive on time near Pettah. Kindly look into this issue.,Delay
629,Bus was delayed this morning. Kindly look into this issue.,Delay
630,Service was very slow today around 5 PM near Pettah. Please take action.,Delay
631,Bus was delayed on Galle Road. Please take action.,Delay
632,Service was very slow today on Galle Road. This is unacceptable.,Delay
633,Bus was delayed in the evening at the bus stand. This is unacceptable.,Delay
634,Service was very slow today last night near Colombo. Kindly look into this issue.,Delay
635,Service was very slow today today. Very disappointed.,Delay
636,The bus did not arrive on time in the evening near Pettah,Delay
637,Bus came almost 1 hour late during peak hours at the bus stand. Please take action.,Delay
638,The bus did not arrive on time around 5 PM near Pettah. Very disappointed.,Delay
639,Service was very slow today in the evening near Kandy,Delay
640,Service was very slow today in the evening on Galle Road. Very disappointed.,Delay
641,Bus came almost 1 hour late on Galle Road. Please take action.,Delay
642,Bus was delayed today near Colombo. Kindly look into this issue.,Delay
643,Service was very slow today last night on Galle Road. Kindly look into this issue.,Delay
644,The bus did not arrive on time during peak hours near Kandy. Very disappointed.,Delay
645,Bus was delayed last night on Galle Road. This is unacceptable.,Delay
646,Bus was delayed around 5 PM near Kandy. Please take action.,Delay
647,Service was very slow today in the evening near Pettah. Kindly look into this issue.,Delay
648,Bus was delayed in the evening at the bus stand,Delay
649,Service was very slow today at 8 AM at the bus stand,Delay
650,Bus arrived late on Galle Road. Very disappointed.,Delay
651,Service was very slow today today at the bus stand. Please take action.,Delay
652,Service was very slow today in the evening on Galle Road. Please take action.,Delay
653,Service was very slow today at 8 AM. Kindly look into this issue.,Delay
654,Bus arrived late during peak hours near Pettah. This is unacceptable.,Delay
655,Service was very slow today at the bus stand,Delay
656,The bus did not arrive on time today. Kindly look into this issue.,Delay
657,Bus was delayed in the evening near Pettah. Very disappointed.,Delay
658,Bus came almost 1 hour late around 5 PM near Kandy. This is unacceptable.,Delay
659,Bus arrived late at 8 AM. Please take action.,Delay
660,Bus was delayed near Kandy. Very disappointed.,Delay
661,Bus arrived late in the evening near Colombo. Kindly look into this issue.,Delay
662,Service was very slow today this morning on Galle Road. Please take action.,Delay
663,Bus came almost 1 hour late at 8 AM at the bus stand. Very disappointed.,Delay
664,Bus was delayed in the evening on Galle Road. Please take action.,Delay
665,The bus did not arrive on time this morning at the bus stand. Kindly look into this issue.,Delay
666,Bus arrived late during peak hours near Kandy. Kindly look into this issue.,Delay
667,Bus came almost 1 hour late around 5 PM on Galle Road. Kindly look into this issue.,Delay
668,Service was very slow today at the bus stand. Please take action.,Delay
669,Service was very slow today at 8 AM near Pettah. Very disappointed.,Delay
670,Bus arrived late this morning near Colombo. This is unacceptable.,Delay
671,Bus came almost 1 hour late this morning. Please take action.,Delay
672,Bus came almost 1 hour late on Galle Road. Please take action.,Delay
673,Bus came almost 1 hour late in the evening near Pettah. Very disappointed.,Delay
674,The bus did not arrive on time during peak hours near Kandy. This is unacceptable.,Delay
675,The bus did not arrive on time around 5 PM. Very disappointed.,Delay
676,Service was very slow today in the evening near Colombo. This is unacceptable.,Delay
677,Service was very slow today at 8 AM near Colombo. Very disappointed.,Delay
678,Bus came almost 1 hour late last night at the bus stand,Delay
679,Bus arrived late at 8 AM at the bus stand. Kindly look into this issue.,Delay
680,Bus was delayed last night near Pettah. Kindly look into this issue.,Delay
681,Bus arrived late today. Please take action.,Delay
682,Bus came almost 1 hour late at 8 AM near Kandy. This is unacceptable.,Delay
683,Bus came almost 1 hour late last night near Kandy. Very disappointed.,Delay
684,Service was very slow today this morning near Colombo,Delay
685,Service was very slow today in the evening near Kandy. Kindly look into this issue.,Delay
686,Service was very slow today this morning near Colombo. Kindly look into this issue.,Delay
687,Bus arrived late last night near Pettah. Very disappointed.,Delay
688,The bus did not arrive on time last night near Kandy. Very disappointed.,Delay
689,Service was very slow today today on Galle Road. Please take action.,Delay
690,Bus arrived late at 8 AM near Kandy. This is unacceptable.,Delay
691,The bus did not arrive on time during peak hours at the bus stand. Very disappointed.,Delay
692,The bus did not arrive on time around 5 PM near Kandy. Please take action.,Delay
693,Service was very slow today around 5 PM near Kandy,Delay
694,Bus came almost 1 hour late today near Pettah. This is unacceptable.,Delay
695,The bus did not arrive on time. This is unacceptable.,Delay
696,Service was very slow today at 8 AM near Colombo. Very disappointed.,Delay
697,Bus was delayed today on Galle Road. Kindly look into this issue.,Delay
698,Bus came almost 1 hour late today on Galle Road,Delay
699,Service was very slow today near Pettah,Delay
700,Bus arrived late during peak hours on Galle Road,Delay
701,Bus arrived late during peak hours on Galle Road. Kindly look into this issue.,Delay
702,The bus did not arrive on time during peak hours near Pettah. Very disappointed.,Delay
703,The bus did not arrive on time last night. This is unacceptable.,Delay
704,Bus was delayed near Colombo. Very disappointed.,Delay
705,The bus did not arrive on time during peak hours near Kandy. This is unacceptable.,Delay
706,Service was very slow today at the bus stand. Please take action.,Delay
707,Service was very slow today in the evening near Pettah. Very disappointed.,Delay
708,Service was very slow today around 5 PM at the bus stand. Very disappointed.,Delay
709,Service was very slow today during peak hours near Colombo. Please take action.,Delay
710,The bus did not arrive on time at 8 AM. This is unacceptable.,Delay
711,The bus did not arrive on time last night near Colombo. This is unacceptable.,Delay
712,Bus was delayed last night near Pettah. This is unacceptable.,Delay
713,Bus was delayed in the evening near Kandy. Please take action.,Delay
714,Service was very slow today this morning. Very disappointed.,Delay
715,The bus did not arrive on time in the evening near Colombo. Very disappointed.,Delay
716,The bus did not arrive on time this morning near Kandy,Delay
717,Bus was delayed during peak hours at the bus stand. Very disappointed.,Delay
718,Bus arrived late this morning. Kindly look into this issue.,Delay
719,Bus was delayed at the bus stand. Very disappointed.,Delay
720,The bus did not arrive on time during peak hours on Galle Road. Please take action.,Delay
721,The bus did not arrive on time around 5 PM at the bus stand. Please take action.,Delay
722,The bus did not arrive on time in the evening at the bus stand. This is unacceptable.,Delay
723,Service was very slow today near Kandy. Very disappointed.,Delay
724,Bus arrived late this morning near Kandy,Delay
725,Service was very slow today in the evening at the bus stand. Very disappointed.,Delay
726,Bus came almost 1 hour late today near Colombo. This is unacceptable.,Delay
727,The bus did not arrive on time near Colombo,Delay
728,Bus was delayed last night on Galle Road,Delay
729,Bus was delayed at 8 AM at the bus stand,Delay
730,Bus came almost 1 hour late on Galle Road. Please take action.,Delay
731,The bus did not arrive on time in the evening on Galle Road. This is unacceptable.,Delay
732,Bus arrived late today near Pettah. Please take action.,Delay
733,Bus was delayed near Pettah. This is unacceptable.,Delay
734,Bus was delayed around 5 PM near Kandy,Delay
735,Service was very slow today last night,Delay
736,Bus came almost 1 hour late at 8 AM at the bus stand. Very disappointed.,Delay
737,Bus was delayed at 8 AM near Pettah,Delay
738,Bus came almost 1 hour late during peak hours on Galle Road. This is unacceptable.,Delay
739,Bus was delayed today at the bus stand. Please take action.,Delay
740,Bus came almost 1 hour late this morning near Colombo. Very disappointed.,Delay
741,The bus did not arrive on time last night near Pettah. Please take action.,Delay
742,Service was very slow today around 5 PM at the bus stand. This is unacceptable.,Delay
743,Bus came almost 1 hour late during peak hours. Kindly look into this issue.,Delay
744,Bus was delayed today. Please take action.,Delay
745,The bus did not arrive on time. Please take action.,Delay
746,The bus did not arrive on time around 5 PM near Kandy. Please take action.,Delay
747,The bus did not arrive on time today. This is unacceptable.,Delay
748,Bus was delayed during peak hours at the bus stand. This is unacceptable.,Delay
749,Bus arrived late during peak hours on Galle Road. Very disappointed.,Delay
750,Bus arrived late today near Pettah. This is unacceptable.,Delay
751,Bus skipped several stops this morning on Galle Road. Please take action.,Route Deviation
752,Bus skipped several stops last night on Galle Road. Kindly look into this issue.,Route Deviation
753,Bus did not follow assigned route last night,Route Deviation
754,Bus did not follow assigned route during peak hours on Galle Road. Please take action.,Route Deviation
755,Route was changed without notice in the evening near Colombo. Very disappointed.,Route Deviation
756,Route was changed without notice during peak hours near Kandy. This is unacceptable.,Route Deviation
757,Bus changed its usual route during peak hours at the bus stand. Please take action.,Route Deviation
758,Route was changed without notice last night on Galle Road. Please take action.,Route Deviation
759,Route was changed without notice today. Kindly look into this issue.,Route Deviation
760,Bus changed its usual route during peak hours near Colombo. Please take action.,Route Deviation
761,Route was changed without notice today on Galle Road,Route Deviation
762,Route was changed without notice around 5 PM near Pettah. Kindly look into this issue.,Route Deviation
763,Bus changed its usual route around 5 PM near Kandy. Please take action.,Route Deviation
764,Route was changed without notice near Pettah. Very disappointed.,Route Deviation
765,Driver took the wrong road this morning near Kandy. This is unacceptable.,Route Deviation
766,Bus skipped several stops today near Colombo. Kindly look into this issue.,Route Deviation
767,Driver took the wrong road today on Galle Road. This is unacceptable.,Route Deviation
768,Route was changed without notice this morning on Galle Road. Kindly look into this issue.,Route Deviation
769,Route was changed without notice during peak hours near Colombo. This is unacceptable.,Route Deviation
770,Driver took the wrong road in the evening at the bus stand. Kindly look into this issue.,Route Deviation
771,Bus changed its usual route this morning at the bus stand,Route Deviation
772,Bus skipped several stops at 8 AM near Colombo. Kindly look into this issue.,Route Deviation
773,Route was changed without notice last night near Kandy,Route Deviation
774,Bus skipped several stops in the evening near Kandy,Route Deviation
775,Bus did not follow assigned route around 5 PM on Galle Road. Very disappointed.,Route Deviation
776,Route was changed without notice near Kandy. Please take action.,Route Deviation
777,Bus did not follow assigned route in the evening at the bus stand. Please take action.,Route Deviation
778,Driver took the wrong road in the evening on Galle Road. This is unacceptable.,Route Deviation
779,Bus did not follow assigned route in the evening near Pettah. Kindly look into this issue.,Route Deviation
780,Bus skipped several stops in the evening near Colombo. Very disappointed.,Route Deviation
781,Bus did not follow assigned route in the evening on Galle Road. Kindly look into this issue.,Route Deviation
782,Bus did not follow assigned route around 5 PM. This is unacceptable.,Route Deviation
783,Bus skipped several stops at 8 AM near Kandy. Very disappointed.,Route Deviation
784,Bus did not follow assigned route today near Pettah. Very disappointed.,Route Deviation
785,Bus skipped several stops this morning. Please take action.,Route Deviation
786,Route was changed without notice today near Pettah. Very disappointed.,Route Deviation
787,Route was changed without notice around 5 PM near Kandy. Kindly look into this issue.,Route Deviation
788,Driver took the wrong road in the evening near Pettah. Please take action.,Route Deviation
789,Route was changed without notice last night near Colombo. Very disappointed.,Route Deviation
790,Bus changed its usual route near Colombo,Route Deviation
791,Bus did not follow assigned route around 5 PM on Galle Road. This is unacceptable.,Route Deviation
792,Route was changed without notice this morning at the bus stand,Route Deviation
793,Route was changed without notice in the evening,Route Deviation
794,Bus skipped several stops last night. Please take action.,Route Deviation
795,Bus skipped several stops during peak hours near Colombo. Please take action.,Route Deviation
796,Bus changed its usual route last night at the bus stand,Route Deviation
797,Bus changed its usual route during peak hours,Route Deviation
798,Bus did not follow assigned route during peak hours near Kandy. Kindly look into this issue.,Route Deviation
799,Bus changed its usual route around 5 PM on Galle Road. Very disappointed.,Route Deviation
800,Driver took the wrong road last night near Colombo,Route Deviation
801,Bus changed its usual route last night near Kandy,Route Deviation
802,Bus changed its usual route today near Colombo. Kindly look into this issue.,Route Deviation
803,Bus changed its usual route around 5 PM near Kandy. Very disappointed.,Route Deviation
804,Bus did not follow assigned route in the evening at the bus stand. Please take action.,Route Deviation
805,Route was changed without notice last night. This is unacceptable.,Route Deviation
806,Bus did not follow assigned route around 5 PM at the bus stand. Please take action.,Route Deviation
807,Bus did not follow assigned route around 5 PM near Pettah,Route Deviation
808,Bus did not follow assigned route this morning at the bus stand. Please take action.,Route Deviation
809,Bus skipped several stops this morning on Galle Road. Kindly look into this issue.,Route Deviation
810,Driver took the wrong road at 8 AM. Kindly look into this issue.,Route Deviation
811,Bus did not follow assigned route this morning. This is unacceptable.,Route Deviation
812,Route was changed without notice this morning near Pettah. Very disappointed.,Route Deviation
813,Bus skipped several stops near Kandy. This is unacceptable.,Route Deviation
814,Driver took the wrong road around 5 PM near Colombo. Kindly look into this issue.,Route Deviation
815,Driver took the wrong road last night near Kandy. Please take action.,Route Deviation
816,Route was changed without notice around 5 PM on Galle Road. This is unacceptable.,Route Deviation
817,Driver took the wrong road last night,Route Deviation
818,Driver took the wrong road this morning near Kandy,Route Deviation
819,Driver took the wrong road near Kandy. This is unacceptable.,Route Deviation
820,Bus did not follow assigned route this morning near Kandy. Kindly look into this issue.,Route Deviation
821,Bus did not follow assigned route around 5 PM on Galle Road,Route Deviation
822,Bus changed its usual route near Kandy. Very disappointed.,Route Deviation
823,Bus skipped several stops this morning near Pettah. Kindly look into this issue.,Route Deviation
824,Bus did not follow assigned route last night on Galle Road. Kindly look into this issue.,Route Deviation
825,Driver took the wrong road last night near Colombo. Kindly look into this issue.,Route Deviation
826,Route was changed without notice during peak hours on Galle Road. Kindly look into this issue.,Route Deviation
827,Bus did not follow assigned route,Route Deviation
828,Route was changed without notice around 5 PM at the bus stand. Very disappointed.,Route Deviation
829,Bus did not follow assigned route today. This is unacceptable.,Route Deviation
830,Driver took the wrong road in the evening at the bus stand. Kindly look into this issue.,Route Deviation
831,Bus skipped several stops last night near Kandy. Kindly look into this issue.,Route Deviation
832,Driver took the wrong road today near Colombo,Route Deviation
833,Bus skipped several stops during peak hours near Pettah. Please take action.,Route Deviation
